auction,bidder,price,dateTime,extra,processed_time
2700077,900163,6038.2,2026-04-23T22:02:24.631Z,bid-extra-60367900005,2026-04-23T23:55:14.039Z
2700207,900473,6673.8,2026-04-23T22:02:24.631Z,bid-extra-60367900015,2026-04-23T23:55:14.039Z
2700337,900783,7309.400000000001,2026-04-23T22:02:24.631Z,bid-extra-60367900025,2026-04-23T23:55:14.039Z
2700467,901093,7945.0,2026-04-23T22:02:24.631Z,bid-extra-60367900035,2026-04-23T23:55:14.039Z
2700597,901403,8580.6,2026-04-23T22:02:24.631Z,bid-extra-60367900045,2026-04-23T23:55:14.039Z
2700727,901713,9216.2,2026-04-23T22:02:24.632Z,bid-extra-60367900055,2026-04-23T23:55:14.039Z
2700857,902023,9851.800000000001,2026-04-23T22:02:24.632Z,bid-extra-60367900065,2026-04-23T23:55:14.039Z
2700987,902333,10487.4,2026-04-23T22:02:24.632Z,bid-extra-60367900075,2026-04-23T23:55:14.039Z
2701117,902643,11123.0,2026-04-23T22:02:24.632Z,bid-extra-60367900085,2026-04-23T23:55:14.039Z
2701247,902953,11758.6,2026-04-23T22:02:24.632Z,bid-extra-60367900095,2026-04-23T23:55:14.039Z
2701377,903263,12394.2,2026-04-23T22:02:24.632Z,bid-extra-60367900105,2026-04-23T23:55:14.039Z
2701507,903573,13029.800000000001,2026-04-23T22:02:24.632Z,bid-extra-60367900115,2026-04-23T23:55:14.039Z
2701637,903883,9125.4,2026-04-23T22:02:24.632Z,bid-extra-60367900125,2026-04-23T23:55:14.039Z
2701767,904193,771.8000000000001,2026-04-23T22:02:24.632Z,bid-extra-60367900135,2026-04-23T23:55:14.039Z
2701897,904503,1407.4,2026-04-23T22:02:24.632Z,bid-extra-60367900145,2026-04-23T23:55:14.039Z
2702027,904813,2043.0,2026-04-23T22:02:24.633Z,bid-extra-60367900155,2026-04-23T23:55:14.039Z
2702157,905123,2678.6,2026-04-23T22:02:24.633Z,bid-extra-60367900165,2026-04-23T23:55:14.039Z
2702287,905433,3314.2000000000003,2026-04-23T22:02:24.633Z,bid-extra-60367900175,2026-04-23T23:55:14.039Z
2702417,905743,3949.8,2026-04-23T22:02:24.633Z,bid-extra-60367900185,2026-04-23T23:55:14.039Z
2702547,906053,4585.400000000001,2026-04-23T22:02:24.633Z,bid-extra-60367900195,2026-04-23T23:55:14.039Z
2702677,906363,5221.0,2026-04-23T22:02:24.633Z,bid-extra-60367900205,2026-04-23T23:55:14.039Z
2702807,906673,5856.6,2026-04-23T22:02:24.633Z,bid-extra-60367900215,2026-04-23T23:55:14.039Z
2702937,906983,6492.2,2026-04-23T22:02:24.633Z,bid-extra-60367900225,2026-04-23T23:55:14.039Z
2703067,907293,7127.8,2026-04-23T22:02:24.633Z,bid-extra-60367900235,2026-04-23T23:55:14.039Z
2703197,907603,3223.4,2026-04-23T22:02:24.633Z,bid-extra-60367900245,2026-04-23T23:55:14.039Z
2703327,907913,3859.0,2026-04-23T22:02:24.634Z,bid-extra-60367900255,2026-04-23T23:55:14.039Z
2703457,908223,4494.6,2026-04-23T22:02:24.634Z,bid-extra-60367900265,2026-04-23T23:55:14.039Z
2703587,908533,5130.2,2026-04-23T22:02:24.634Z,bid-extra-60367900275,2026-04-23T23:55:14.039Z
2703717,908843,5765.8,2026-04-23T22:02:24.634Z,bid-extra-60367900285,2026-04-23T23:55:14.039Z
2703847,909153,6401.400000000001,2026-04-23T22:02:24.634Z,bid-extra-60367900295,2026-04-23T23:55:14.039Z
2703977,909463,7037.0,2026-04-23T22:02:24.634Z,bid-extra-60367900305,2026-04-23T23:55:14.039Z
2704107,909773,7672.6,2026-04-23T22:02:24.634Z,bid-extra-60367900315,2026-04-23T23:55:14.039Z
2704237,910083,8308.2,2026-04-23T22:02:24.634Z,bid-extra-60367900325,2026-04-23T23:55:14.039Z
2704367,910393,8943.800000000001,2026-04-23T22:02:24.634Z,bid-extra-60367900335,2026-04-23T23:55:14.039Z
2704497,910703,9579.4,2026-04-23T22:02:24.634Z,bid-extra-60367900345,2026-04-23T23:55:14.039Z
2704627,911013,10215.0,2026-04-23T22:02:24.635Z,bid-extra-60367900355,2026-04-23T23:55:14.039Z
2704757,911323,10850.6,2026-04-23T22:02:24.635Z,bid-extra-60367900365,2026-04-23T23:55:14.039Z
2704887,911633,6946.2,2026-04-23T22:02:24.635Z,bid-extra-60367900375,2026-04-23T23:55:14.039Z
2705017,911943,7581.8,2026-04-23T22:02:24.635Z,bid-extra-60367900385,2026-04-23T23:55:14.039Z
2705147,912253,8217.4,2026-04-23T22:02:24.635Z,bid-extra-60367900395,2026-04-23T23:55:14.039Z
2705277,912563,8853.0,2026-04-23T22:02:24.635Z,bid-extra-60367900405,2026-04-23T23:55:14.039Z
2705407,912873,9488.6,2026-04-23T22:02:24.635Z,bid-extra-60367900415,2026-04-23T23:55:14.039Z
2705537,913183,10124.2,2026-04-23T22:02:24.635Z,bid-extra-60367900425,2026-04-23T23:55:14.039Z
2705667,913493,10759.800000000001,2026-04-23T22:02:24.635Z,bid-extra-60367900435,2026-04-23T23:55:14.039Z
2705797,913803,11395.4,2026-04-23T22:02:24.635Z,bid-extra-60367900445,2026-04-23T23:55:14.039Z
2705927,914113,12031.0,2026-04-23T22:02:24.636Z,bid-extra-60367900455,2026-04-23T23:55:14.039Z
2706057,914423,12666.6,2026-04-23T22:02:24.636Z,bid-extra-60367900465,2026-04-23T23:55:14.039Z
2706187,914733,4313.0,2026-04-23T22:02:24.636Z,bid-extra-60367900475,2026-04-23T23:55:14.039Z
2706317,915043,4948.6,2026-04-23T22:02:24.636Z,bid-extra-60367900485,2026-04-23T23:55:14.039Z
2706447,915353,1044.2,2026-04-23T22:02:24.636Z,bid-extra-60367900495,2026-04-23T23:55:14.039Z
2706577,915663,1679.8,2026-04-23T22:02:24.636Z,bid-extra-60367900505,2026-04-23T23:55:14.039Z
2706707,915973,2315.4,2026-04-23T22:02:24.636Z,bid-extra-60367900515,2026-04-23T23:55:14.039Z
2706837,916283,2951.0,2026-04-23T22:02:24.636Z,bid-extra-60367900525,2026-04-23T23:55:14.039Z
2706967,916593,3586.6,2026-04-23T22:02:24.636Z,bid-extra-60367900535,2026-04-23T23:55:14.039Z
2707097,916903,4222.2,2026-04-23T22:02:24.636Z,bid-extra-60367900545,2026-04-23T23:55:14.039Z
2707227,917213,4857.8,2026-04-23T22:02:24.637Z,bid-extra-60367900555,2026-04-23T23:55:14.039Z
2707357,917523,5493.400000000001,2026-04-23T22:02:24.637Z,bid-extra-60367900565,2026-04-23T23:55:14.039Z
2707487,917833,6129.0,2026-04-23T22:02:24.637Z,bid-extra-60367900575,2026-04-23T23:55:14.039Z
2707617,918143,6764.6,2026-04-23T22:02:24.637Z,bid-extra-60367900585,2026-04-23T23:55:14.039Z
2707747,918453,7400.2,2026-04-23T22:02:24.637Z,bid-extra-60367900595,2026-04-23T23:55:14.039Z
2707877,918763,8035.8,2026-04-23T22:02:24.637Z,bid-extra-60367900605,2026-04-23T23:55:14.039Z
2708007,919073,4131.400000000001,2026-04-23T22:02:24.637Z,bid-extra-60367900615,2026-04-23T23:55:14.039Z
2708137,919383,4767.0,2026-04-23T22:02:24.637Z,bid-extra-60367900625,2026-04-23T23:55:14.039Z
2708267,919693,5402.6,2026-04-23T22:02:24.637Z,bid-extra-60367900635,2026-04-23T23:55:14.039Z
2708397,920003,6038.2,2026-04-23T22:02:24.637Z,bid-extra-60367900645,2026-04-23T23:55:14.039Z
2708527,920313,6673.8,2026-04-23T22:02:24.638Z,bid-extra-60367900655,2026-04-23T23:55:14.039Z
2708657,920623,7309.400000000001,2026-04-23T22:02:24.638Z,bid-extra-60367900665,2026-04-23T23:55:14.039Z
2708787,920933,7945.0,2026-04-23T22:02:24.638Z,bid-extra-60367900675,2026-04-23T23:55:14.039Z
2708917,921243,8580.6,2026-04-23T22:02:24.638Z,bid-extra-60367900685,2026-04-23T23:55:14.039Z
2709047,921553,9216.2,2026-04-23T22:02:24.638Z,bid-extra-60367900695,2026-04-23T23:55:14.039Z
2709177,921863,9851.800000000001,2026-04-23T22:02:24.638Z,bid-extra-60367900705,2026-04-23T23:55:14.039Z
2709307,922173,10487.4,2026-04-23T22:02:24.638Z,bid-extra-60367900715,2026-04-23T23:55:14.039Z
2709437,922483,11123.0,2026-04-23T22:02:24.638Z,bid-extra-60367900725,2026-04-23T23:55:14.039Z
2709567,922793,7218.6,2026-04-23T22:02:24.638Z,bid-extra-60367900735,2026-04-23T23:55:14.039Z
2709697,923103,7854.2,2026-04-23T22:02:24.638Z,bid-extra-60367900745,2026-04-23T23:55:14.039Z
2709827,923413,8489.800000000001,2026-04-23T22:02:24.639Z,bid-extra-60367900755,2026-04-23T23:55:14.039Z
2709957,923723,9125.4,2026-04-23T22:02:24.639Z,bid-extra-60367900765,2026-04-23T23:55:14.039Z
2710087,924033,9761.0,2026-04-23T22:02:24.639Z,bid-extra-60367900775,2026-04-23T23:55:14.039Z
2710217,924343,10396.6,2026-04-23T22:02:24.639Z,bid-extra-60367900785,2026-04-23T23:55:14.039Z
2710347,924653,11032.2,2026-04-23T22:02:24.639Z,bid-extra-60367900795,2026-04-23T23:55:14.039Z
2710477,924963,11667.800000000001,2026-04-23T22:02:24.639Z,bid-extra-60367900805,2026-04-23T23:55:14.039Z
2710607,925273,3314.2000000000003,2026-04-23T22:02:24.639Z,bid-extra-60367900815,2026-04-23T23:55:14.039Z
2710737,925583,3949.8,2026-04-23T22:02:24.639Z,bid-extra-60367900825,2026-04-23T23:55:14.039Z
2710867,925893,4585.400000000001,2026-04-23T22:02:24.639Z,bid-extra-60367900835,2026-04-23T23:55:14.039Z
2710997,926203,5221.0,2026-04-23T22:02:24.639Z,bid-extra-60367900845,2026-04-23T23:55:14.039Z
2711127,926513,1316.6000000000001,2026-04-23T22:02:24.640Z,bid-extra-60367900855,2026-04-23T23:55:14.039Z
2711257,926823,1952.2,2026-04-23T22:02:24.640Z,bid-extra-60367900865,2026-04-23T23:55:14.039Z
2711387,927133,2587.8,2026-04-23T22:02:24.640Z,bid-extra-60367900875,2026-04-23T23:55:14.039Z
2711517,927443,3223.4,2026-04-23T22:02:24.640Z,bid-extra-60367900885,2026-04-23T23:55:14.039Z
2711647,927753,3859.0,2026-04-23T22:02:24.640Z,bid-extra-60367900895,2026-04-23T23:55:14.039Z
2711777,928063,4494.6,2026-04-23T22:02:24.640Z,bid-extra-60367900905,2026-04-23T23:55:14.039Z
2711907,928373,5130.2,2026-04-23T22:02:24.640Z,bid-extra-60367900915,2026-04-23T23:55:14.039Z
2712037,928683,5765.8,2026-04-23T22:02:24.640Z,bid-extra-60367900925,2026-04-23T23:55:14.039Z
2712167,928993,6401.400000000001,2026-04-23T22:02:24.640Z,bid-extra-60367900935,2026-04-23T23:55:14.039Z
2712297,929303,7037.0,2026-04-23T22:02:24.640Z,bid-extra-60367900945,2026-04-23T23:55:14.039Z
2712427,929613,7672.6,2026-04-23T22:02:24.641Z,bid-extra-60367900955,2026-04-23T23:55:14.039Z
2712557,929923,8308.2,2026-04-23T22:02:24.641Z,bid-extra-60367900965,2026-04-23T23:55:14.039Z
2712687,930233,8943.800000000001,2026-04-23T22:02:24.641Z,bid-extra-60367900975,2026-04-23T23:55:14.039Z
2712817,930543,5039.400000000001,2026-04-23T22:02:24.641Z,bid-extra-60367900985,2026-04-23T23:55:14.039Z
2712947,930853,5675.0,2026-04-23T22:02:24.641Z,bid-extra-60367900995,2026-04-23T23:55:14.039Z
2713077,931163,6310.6,2026-04-23T22:02:24.641Z,bid-extra-60367901005,2026-04-23T23:55:14.039Z
2713207,931473,6946.2,2026-04-23T22:02:24.641Z,bid-extra-60367901015,2026-04-23T23:55:14.039Z
2713337,931783,7581.8,2026-04-23T22:02:24.641Z,bid-extra-60367901025,2026-04-23T23:55:14.039Z
2713467,932093,8217.4,2026-04-23T22:02:24.641Z,bid-extra-60367901035,2026-04-23T23:55:14.039Z
2713597,932403,8853.0,2026-04-23T22:02:24.641Z,bid-extra-60367901045,2026-04-23T23:55:14.039Z
2713727,932713,9488.6,2026-04-23T22:02:24.642Z,bid-extra-60367901055,2026-04-23T23:55:14.039Z
2713857,933023,10124.2,2026-04-23T22:02:24.642Z,bid-extra-60367901065,2026-04-23T23:55:14.039Z
2713987,933333,10759.800000000001,2026-04-23T22:02:24.642Z,bid-extra-60367901075,2026-04-23T23:55:14.039Z
2714117,933643,11395.4,2026-04-23T22:02:24.642Z,bid-extra-60367901085,2026-04-23T23:55:14.039Z
2714247,933953,12031.0,2026-04-23T22:02:24.642Z,bid-extra-60367901095,2026-04-23T23:55:14.039Z
2714377,934263,8126.6,2026-04-23T22:02:24.642Z,bid-extra-60367901105,2026-04-23T23:55:14.039Z
2714507,934573,8762.2,2026-04-23T22:02:24.642Z,bid-extra-60367901115,2026-04-23T23:55:14.039Z
2714637,934883,9397.800000000001,2026-04-23T22:02:24.642Z,bid-extra-60367901125,2026-04-23T23:55:14.039Z
2714767,935193,10033.4,2026-04-23T22:02:24.642Z,bid-extra-60367901135,2026-04-23T23:55:14.039Z
2714897,935503,10669.0,2026-04-23T22:02:24.642Z,bid-extra-60367901145,2026-04-23T23:55:14.039Z
2715027,935813,2315.4,2026-04-23T22:02:24.643Z,bid-extra-60367901155,2026-04-23T23:55:14.039Z
2715157,936123,2951.0,2026-04-23T22:02:24.643Z,bid-extra-60367901165,2026-04-23T23:55:14.039Z
2715287,936433,3586.6,2026-04-23T22:02:24.643Z,bid-extra-60367901175,2026-04-23T23:55:14.039Z
2715417,936743,4222.2,2026-04-23T22:02:24.643Z,bid-extra-60367901185,2026-04-23T23:55:14.039Z
2715547,937053,4857.8,2026-04-23T22:02:24.643Z,bid-extra-60367901195,2026-04-23T23:55:14.039Z
2715677,937363,5493.400000000001,2026-04-23T22:02:24.643Z,bid-extra-60367901205,2026-04-23T23:55:14.039Z
2715807,937673,6129.0,2026-04-23T22:02:24.643Z,bid-extra-60367901215,2026-04-23T23:55:14.039Z
2715937,937983,2224.6,2026-04-23T22:02:24.643Z,bid-extra-60367901225,2026-04-23T23:55:14.039Z
2716067,938293,2860.2000000000003,2026-04-23T22:02:24.643Z,bid-extra-60367901235,2026-04-23T23:55:14.039Z
2716197,938603,3495.8,2026-04-23T22:02:24.643Z,bid-extra-60367901245,2026-04-23T23:55:14.039Z
2716327,938913,4131.400000000001,2026-04-23T22:02:24.644Z,bid-extra-60367901255,2026-04-23T23:55:14.039Z
2716457,939223,4767.0,2026-04-23T22:02:24.644Z,bid-extra-60367901265,2026-04-23T23:55:14.039Z
2716587,939533,5402.6,2026-04-23T22:02:24.644Z,bid-extra-60367901275,2026-04-23T23:55:14.039Z
2716717,939843,6038.2,2026-04-23T22:02:24.644Z,bid-extra-60367901285,2026-04-23T23:55:14.039Z
2716847,940153,6673.8,2026-04-23T22:02:24.644Z,bid-extra-60367901295,2026-04-23T23:55:14.039Z
2716977,940463,7309.400000000001,2026-04-23T22:02:24.644Z,bid-extra-60367901305,2026-04-23T23:55:14.039Z
2717107,940773,7945.0,2026-04-23T22:02:24.644Z,bid-extra-60367901315,2026-04-23T23:55:14.039Z
2717237,941083,8580.6,2026-04-23T22:02:24.644Z,bid-extra-60367901325,2026-04-23T23:55:14.039Z
2717367,941393,9216.2,2026-04-23T22:02:24.644Z,bid-extra-60367901335,2026-04-23T23:55:14.039Z
2717497,941703,5311.8,2026-04-23T22:02:24.644Z,bid-extra-60367901345,2026-04-23T23:55:14.039Z
2717627,942013,5947.400000000001,2026-04-23T22:02:24.645Z,bid-extra-60367901355,2026-04-23T23:55:14.039Z
2717757,942323,6583.0,2026-04-23T22:02:24.645Z,bid-extra-60367901365,2026-04-23T23:55:14.039Z
2717887,942633,7218.6,2026-04-23T22:02:24.645Z,bid-extra-60367901375,2026-04-23T23:55:14.039Z
2718017,942943,7854.2,2026-04-23T22:02:24.645Z,bid-extra-60367901385,2026-04-23T23:55:14.039Z
2718147,943253,8489.800000000001,2026-04-23T22:02:24.645Z,bid-extra-60367901395,2026-04-23T23:55:14.039Z
2718277,943563,9125.4,2026-04-23T22:02:24.645Z,bid-extra-60367901405,2026-04-23T23:55:14.039Z
2718407,943873,9761.0,2026-04-23T22:02:24.645Z,bid-extra-60367901415,2026-04-23T23:55:14.039Z
2718537,944183,10396.6,2026-04-23T22:02:24.645Z,bid-extra-60367901425,2026-04-23T23:55:14.039Z
2718667,944493,11032.2,2026-04-23T22:02:24.645Z,bid-extra-60367901435,2026-04-23T23:55:14.039Z
2718797,944803,11667.800000000001,2026-04-23T22:02:24.645Z,bid-extra-60367901445,2026-04-23T23:55:14.039Z
